company_ntn,company_name,incorporation_date,registered_address,principal_business,status,paid_up_capital
1833670-4,Premier Builders,2020-01-10,"House 512, Street 31, Model Town, Sialkot",Import/Export,Active,50000000
9348024-6,Allied Traders,2010-08-12,"House 559, Street 32, Kashmir Road, Sialkot",Logistics,Active,500000000
7401933-0,Pak Builders,2018-05-30,"House 885, Street 46, Model Town, Lahore",Textile,Active,500000000
6566347-2,Summit Traders,2021-02-14,"House 127, Street 26, Satellite Town, Rawalpindi",Logistics,Active,500000000
1153361-7,Capital Holdings,2019-10-04,"House 855, Street 35, Peoples Colony, Faisalabad",Real Estate,Active,50000000
5226791-9,Metro Holdings,2014-07-18,"House 163, Street 39, Shah Rukn-e-Alam, Multan",Pharmaceuticals,Active,500000000
5127698-8,Pak Industries,2021-06-10,"House 85, Street 34, DHA-II, Islamabad",Food & Beverage,Active,50000000
8573235-7,Capital Associates,2017-05-07,"House 921, Street 8, Bahadurabad, Karachi",Pharmaceuticals,Active,5000000
2425347-7,Crescent Builders,2014-11-27,"House 962, Street 37, Paris Road, Sialkot",IT Services,Active,500000000
7547328-5,Premier Holdings,2020-05-10,"House 920, Street 13, Westridge, Rawalpindi",IT Services,Active,50000000
6666139-2,Premier Builders,2018-11-19,"House 482, Street 40, Model Town, Lahore",Trading,Active,50000000
6228822-5,United Associates,2020-10-21,"House 98, Street 46, Clifton, Karachi",Import/Export,Active,500000000
8293888-3,United Traders,2021-07-23,"House 647, Street 1, Hayatabad, Peshawar",Logistics,Active,5000000
9856231-6,Capital Traders,2015-04-01,"House 534, Street 47, G-9, Islamabad",Trading,Active,50000000
2361157-1,Crescent Associates,2010-05-22,"House 344, Street 46, Cantt, Sialkot",Import/Export,Active,50000000
1991760-4,Crescent Enterprises,2020-01-01,"House 728, Street 32, I-8, Islamabad",Textile,Active,50000000
5893582-1,Pak Industries,2017-10-01,"House 725, Street 37, Westridge, Rawalpindi",Food & Beverage,Active,50000000
5445819-3,Allied Associates,2013-08-24,"House 952, Street 7, Madina Town, Faisalabad",Textile,Active,500000000
9166843-4,Pak Traders,2017-06-20,"House 301, Street 13, Kashmir Road, Sialkot",Real Estate,Active,500000000
8990583-5,Pak Enterprises,2022-03-05,"House 898, Street 11, University Town, Peshawar",Pharmaceuticals,Active,500000000
4256745-7,Star Enterprises,2009-06-26,"House 645, Street 35, Model Town, Gujranwala",IT Services,Active,50000000
6299300-1,Summit Associates,2018-07-08,"House 401, Street 22, DHA Phase 6, Karachi",Pharmaceuticals,Active,500000000
4000164-4,Capital Enterprises,2016-05-27,"House 497, Street 10, Shah Rukn-e-Alam, Multan",Food & Beverage,Active,50000000
1800511-3,Global Holdings,2012-07-27,"House 924, Street 40, DHA Phase 6, Karachi",Food & Beverage,Active,50000000
5565271-1,Metro Industries,2023-05-19,"House 749, Street 21, Johar Town, Lahore",IT Services,Active,50000000
2268026-9,Metro International,2021-09-12,"House 241, Street 19, DHA-I, Rawalpindi",Textile,Active,50000000
7746334-7,Allied Builders,2014-04-12,"House 799, Street 17, Peoples Colony, Gujranwala",Construction,Active,50000000
5102017-7,Apex Industries,2014-09-01,"House 169, Street 57, Paris Road, Sialkot",Trading,Active,500000000
3949735-3,Summit (Pvt) Ltd,2019-05-18,"House 389, Street 46, DHA Phase 5, Lahore",Pharmaceuticals,Active,5000000
6845977-7,Global Holdings,2023-06-01,"House 757, Street 43, F-6, Islamabad",Logistics,Active,50000000
3775273-9,Pak Associates,2019-03-02,"House 363, Street 40, PECHS, Karachi",Logistics,Active,5000000
7030606-4,Global Traders,2017-12-24,"House 284, Street 5, Shah Rukn-e-Alam, Multan",Real Estate,Active,50000000
9440105-9,Apex Enterprises,2009-06-27,"House 661, Street 29, Gulbahar, Peshawar",Pharmaceuticals,Active,500000000
9633919-3,Global Builders,2009-09-07,"House 645, Street 45, Madina Town, Faisalabad",Food & Beverage,Active,500000000
7914683-8,Star Enterprises,2009-01-24,"House 708, Street 39, Cantt, Multan",IT Services,Active,50000000
1381513-0,Royal (Pvt) Ltd,2014-05-22,"House 643, Street 47, F-8, Islamabad",Import/Export,Active,50000000
6286322-5,Allied International,2012-12-20,"House 781, Street 57, DHA Phase 6, Karachi",Logistics,Active,500000000
7656595-1,Global Holdings,2016-03-18,"House 885, Street 27, Jaranwala Road, Faisalabad",Logistics,Active,50000000
4793621-4,Crescent Traders,2011-12-20,"House 221, Street 21, Westridge, Rawalpindi",Import/Export,Active,500000000
3432530-2,Pak (Pvt) Ltd,2019-03-13,"House 221, Street 10, Jaranwala Road, Faisalabad",Textile,Active,5000000
3825960-6,Crescent Enterprises,2023-03-04,"House 268, Street 52, Bahadurabad, Karachi",Real Estate,Active,500000000
4019129-4,Pak Traders,2015-05-27,"House 823, Street 27, Johar Town, Lahore",Textile,Active,50000000
8348210-3,Star Holdings,2015-05-14,"House 902, Street 3, Wapda Town, Lahore",IT Services,Active,500000000
5108688-7,Allied Associates,2014-10-30,"House 890, Street 19, Shah Rukn-e-Alam, Multan",Food & Beverage,Active,50000000
5699029-5,Premier Traders,2022-07-15,"House 757, Street 28, Cantt, Peshawar",Trading,Active,50000000
6358211-5,Global Traders,2017-07-16,"House 856, Street 1, Model Town, Gujranwala",Pharmaceuticals,Active,50000000
9881479-7,Premier Industries,2008-05-12,"House 689, Street 32, North Nazimabad, Karachi",Trading,Active,500000000
1437513-2,Pak Holdings,2015-06-20,"House 753, Street 8, Cantt, Multan",Logistics,Active,500000000
5950765-2,Crescent Industries,2009-07-24,"House 413, Street 9, Jaranwala Road, Faisalabad",Construction,Active,500000000
7074011-4,Premier Associates,2009-03-20,"House 539, Street 40, Kashmir Road, Sialkot",IT Services,Active,500000000
4563614-0,Premier International,2019-08-09,"House 800, Street 28, Westridge, Rawalpindi",Textile,Active,500000000
3312245-5,Metro Traders,2012-04-08,"House 500, Street 5, I-8, Islamabad",Construction,Active,500000000
4045844-2,Pak Enterprises,2011-03-30,"House 586, Street 59, Madina Town, Faisalabad",Pharmaceuticals,Active,50000000
7446713-9,Summit Enterprises,2019-11-15,"House 539, Street 25, Paris Road, Sialkot",Logistics,Active,500000000
1437634-5,Pak Holdings,2016-12-02,"House 520, Street 12, Kashmir Road, Sialkot",Textile,Active,500000000
7241163-5,United Builders,2014-04-11,"House 83, Street 28, F-10, Islamabad",Real Estate,Active,50000000
1806144-3,Crescent International,2021-05-13,"House 520, Street 53, Hayatabad, Peshawar",IT Services,Active,50000000
1472913-1,Allied Holdings,2009-04-06,"House 448, Street 40, Model Town, Gujranwala",Trading,Active,50000000
4736961-6,Global (Pvt) Ltd,2021-08-02,"House 971, Street 39, Shah Rukn-e-Alam, Multan",Real Estate,Active,50000000
7479253-3,Capital Builders,2018-06-17,"House 10, Street 38, Johar Town, Lahore",Import/Export,Active,500000000
2317092-4,Capital Enterprises,2016-10-07,"House 245, Street 32, Madina Town, Faisalabad",Logistics,Active,50000000
7137006-5,Metro (Pvt) Ltd,2018-03-30,"House 642, Street 5, Westridge, Rawalpindi",Import/Export,Active,500000000
1930393-4,Star (Pvt) Ltd,2021-06-16,"House 574, Street 40, Cantt, Sialkot",Pharmaceuticals,Active,500000000
6859354-7,Apex Builders,2016-01-23,"House 146, Street 45, Model Town, Sialkot",Construction,Active,500000000
5447178-1,United Builders,2008-05-13,"House 48, Street 29, Gulbahar, Peshawar",Pharmaceuticals,Active,50000000
7886634-6,Royal Industries,2022-10-02,"House 229, Street 58, Peoples Colony, Faisalabad",Pharmaceuticals,Active,1000000
3180303-9,Allied International,2020-04-18,"House 918, Street 3, Paris Road, Sialkot",Import/Export,Active,5000000
9973986-2,Allied Associates,2012-03-10,"House 366, Street 34, Chaklala Scheme 3, Rawalpindi",IT Services,Active,500000000
3467581-3,Royal (Pvt) Ltd,2017-04-04,"House 69, Street 28, Peoples Colony, Gujranwala",Import/Export,Active,500000000
5677204-2,Pak Traders,2018-11-05,"House 615, Street 38, G-11, Islamabad",Real Estate,Active,500000000
6975390-2,Summit International,2017-02-22,"House 881, Street 42, Johar Town, Lahore",Import/Export,Active,50000000
5380826-7,Global International,2014-05-19,"House 905, Street 17, DHA Phase 5, Lahore",Import/Export,Active,50000000
8309726-4,Pak (Pvt) Ltd,2008-11-11,"House 451, Street 24, Westridge, Rawalpindi",Logistics,Active,50000000
6087357-0,Star Industries,2011-01-10,"House 224, Street 1, Gulbahar, Peshawar",Textile,Active,50000000
4514679-7,United Enterprises,2011-01-13,"House 303, Street 4, Shah Rukn-e-Alam, Multan",Real Estate,Active,50000000
5981786-5,Global Builders,2018-08-23,"House 973, Street 54, Hayatabad, Peshawar",Textile,Active,50000000
4696621-7,Star Industries,2015-12-19,"House 208, Street 47, Kashmir Road, Sialkot",Logistics,Active,500000000
3718779-5,United (Pvt) Ltd,2010-03-06,"House 878, Street 60, Gulbahar, Peshawar",Logistics,Active,50000000
6004117-2,Pak Builders,2022-05-11,"House 10, Street 32, Cantt, Multan",Food & Beverage,Active,500000000
9842887-6,Star International,2010-12-04,"House 325, Street 11, PECHS, Karachi",Construction,Active,50000000
7269914-3,Crescent (Pvt) Ltd,2020-05-13,"House 384, Street 46, Satellite Town, Rawalpindi",Textile,Active,50000000
8010833-8,Royal International,2019-12-26,"House 597, Street 46, Satellite Town, Gujranwala",Real Estate,Active,5000000
2794394-4,Global Holdings,2012-07-09,"House 324, Street 22, DC Colony, Gujranwala",IT Services,Active,50000000
6667434-4,Global International,2022-11-28,"House 517, Street 15, Peoples Colony, Faisalabad",Pharmaceuticals,Active,500000000
2830956-2,Premier Associates,2018-08-19,"House 586, Street 48, Satellite Town, Gujranwala",Food & Beverage,Active,50000000
7749457-3,United Builders,2010-04-10,"House 522, Street 1, Kashmir Road, Sialkot",Construction,Active,5000000
8801537-1,Summit Associates,2008-09-17,"House 95, Street 32, Shah Rukn-e-Alam, Multan",Logistics,Active,50000000
8213701-2,Capital Builders,2018-06-07,"House 303, Street 7, Madina Town, Faisalabad",Real Estate,Active,500000000
9815000-3,United Associates,2021-10-16,"House 160, Street 25, Kashmir Road, Sialkot",Textile,Active,50000000
1079080-0,Royal (Pvt) Ltd,2009-06-14,"House 649, Street 46, DHA Phase 6, Karachi",Construction,Active,50000000
8498322-9,Summit Industries,2012-10-15,"House 242, Street 24, Jaranwala Road, Faisalabad",Food & Beverage,Active,500000000
1826906-4,Summit (Pvt) Ltd,2008-05-01,"House 195, Street 29, Peoples Colony, Faisalabad",Textile,Active,500000000
5153511-0,Summit International,2016-09-25,"House 191, Street 60, DC Colony, Gujranwala",Pharmaceuticals,Active,500000000
8629483-5,Capital Associates,2010-02-02,"House 526, Street 55, Kashmir Road, Sialkot",Trading,Active,50000000
1952680-9,United Holdings,2017-02-26,"House 345, Street 37, Gulbahar, Peshawar",Import/Export,Active,50000000
7510594-9,Premier Traders,2011-03-11,"House 310, Street 27, Peoples Colony, Gujranwala",Trading,Active,50000000
9764895-7,Apex Traders,2019-04-08,"House 646, Street 44, Madina Town, Faisalabad",IT Services,Active,50000000
8864369-8,Premier International,2012-05-27,"House 630, Street 5, G-10, Islamabad",Textile,Active,50000000
2360711-2,Summit Traders,2009-12-28,"House 834, Street 47, Gulberg III, Lahore",Import/Export,Active,500000000
1915241-8,Global Holdings,2018-06-23,"House 887, Street 1, Madina Town, Faisalabad",Construction,Active,500000000
5923700-7,Allied Enterprises,2010-08-02,"House 344, Street 30, DHA-I, Rawalpindi",Import/Export,Active,50000000
1697794-5,Royal Enterprises,2014-01-07,"House 848, Street 51, Bahria Town, Lahore",Food & Beverage,Active,50000000
5226786-0,Pak (Pvt) Ltd,2018-11-13,"House 715, Street 44, Westridge, Rawalpindi",Real Estate,Active,50000000
7399829-2,Allied (Pvt) Ltd,2012-07-04,"House 275, Street 8, Gulgasht Colony, Multan",Logistics,Active,50000000
4881446-4,Royal Traders,2017-03-11,"House 299, Street 55, Model Town, Gujranwala",Logistics,Active,5000000
6754757-8,Allied Holdings,2013-10-10,"House 745, Street 25, Madina Town, Faisalabad",Trading,Active,50000000
8169302-8,Capital Traders,2023-07-14,"House 72, Street 59, Chaklala Scheme 3, Rawalpindi",Food & Beverage,Active,50000000
6603728-3,United Industries,2013-03-26,"House 121, Street 2, Gulshan-e-Iqbal, Karachi",Real Estate,Active,500000000
4507846-3,Premier International,2020-07-06,"House 584, Street 9, Cantt, Sialkot",Food & Beverage,Active,50000000
1541706-9,Star Enterprises,2008-01-27,"House 385, Street 25, Cantt, Sialkot",Logistics,Active,500000000
1080989-6,Allied Associates,2011-12-31,"House 109, Street 19, Satellite Town, Gujranwala",Trading,Active,50000000
2481121-0,Allied (Pvt) Ltd,2018-06-17,"House 913, Street 58, G-9, Islamabad",Pharmaceuticals,Active,50000000
5129979-4,Allied Traders,2021-11-12,"House 995, Street 39, Satellite Town, Rawalpindi",Construction,Active,50000000
1775112-8,Apex Associates,2019-12-28,"House 385, Street 45, Cantt, Sialkot",Pharmaceuticals,Active,1000000
6588446-1,Metro Enterprises,2017-11-06,"House 741, Street 19, Madina Town, Faisalabad",Logistics,Active,5000000
6911455-3,Capital Builders,2020-06-30,"House 976, Street 11, Madina Town, Faisalabad",Real Estate,Active,50000000
2086938-2,Summit Associates,2019-08-26,"House 98, Street 24, Shah Rukn-e-Alam, Multan",Textile,Active,500000000
7741114-2,Global Holdings,2016-10-27,"House 865, Street 10, Model Town, Gujranwala",IT Services,Active,50000000
9491006-9,Allied Enterprises,2023-06-23,"House 839, Street 2, Shah Rukn-e-Alam, Multan",Food & Beverage,Active,50000000
1039674-4,Crescent Associates,2014-10-11,"House 896, Street 44, University Town, Peshawar",IT Services,Active,500000000
3342417-8,Allied Traders,2021-12-17,"House 581, Street 57, Satellite Town, Gujranwala",Construction,Active,50000000
9849860-1,Summit Enterprises,2017-09-20,"House 929, Street 46, F-6, Islamabad",Logistics,Active,500000000
9243909-0,Crescent Associates,2019-07-19,"House 687, Street 47, D Ground, Faisalabad",Import/Export,Active,50000000
3744352-0,Crescent (Pvt) Ltd,2022-03-12,"House 850, Street 25, F-6, Islamabad",Import/Export,Active,50000000
8206661-5,Star Holdings,2020-08-15,"House 820, Street 24, DHA-I, Rawalpindi",Food & Beverage,Active,50000000
3799154-8,Premier Traders,2022-05-19,"House 948, Street 60, Jaranwala Road, Faisalabad",Real Estate,Active,5000000
8464476-2,Global Associates,2020-09-18,"House 633, Street 60, Cantt, Lahore",Real Estate,Active,50000000
5411732-3,Summit Associates,2019-11-05,"House 639, Street 55, Shah Rukn-e-Alam, Multan",Import/Export,Active,50000000
1398287-9,Metro International,2011-10-04,"House 125, Street 8, DHA-II, Islamabad",IT Services,Active,1000000
1161769-4,Capital International,2012-11-28,"House 697, Street 46, Cantt, Peshawar",Import/Export,Active,50000000
4834103-3,Metro Traders,2010-04-10,"House 680, Street 52, Wapda Town, Lahore",IT Services,Active,50000000
2381542-0,Apex Industries,2017-04-15,"House 45, Street 7, F-8, Islamabad",IT Services,Active,5000000
4699245-9,Summit (Pvt) Ltd,2009-12-03,"House 989, Street 45, Satellite Town, Gujranwala",Construction,Active,500000000
5422694-9,Global Holdings,2012-03-02,"House 247, Street 21, Westridge, Rawalpindi",Textile,Active,500000000
6131658-7,Global Enterprises,2008-01-29,"House 115, Street 14, DC Colony, Gujranwala",Textile,Active,50000000
6798185-3,United Industries,2010-09-03,"House 343, Street 48, PECHS, Karachi",Logistics,Active,500000000
8865929-5,Summit Holdings,2015-10-25,"House 121, Street 33, Model Town, Multan",Real Estate,Active,50000000
5141458-6,Summit Traders,2019-11-01,"House 858, Street 20, Jaranwala Road, Faisalabad",Construction,Active,50000000
2845061-7,Summit Industries,2008-12-17,"House 176, Street 2, Clifton, Karachi",Textile,Active,50000000
8020578-3,Pak Holdings,2013-04-17,"House 127, Street 43, DHA Phase 6, Karachi",Import/Export,Active,500000000
9159094-2,Capital (Pvt) Ltd,2017-07-14,"House 766, Street 51, F-7, Islamabad",Textile,Active,50000000
1633532-1,Star Holdings,2022-08-26,"House 479, Street 53, Bahria Town, Lahore",Import/Export,Active,50000000
1917517-8,United Industries,2021-03-22,"House 947, Street 27, Chaklala Scheme 3, Rawalpindi",Trading,Active,1000000
9468967-0,Capital (Pvt) Ltd,2008-06-02,"House 784, Street 34, Model Town, Lahore",Trading,Active,5000000
4030442-6,Allied Traders,2011-04-24,"House 522, Street 32, Gulbahar, Peshawar",Real Estate,Active,50000000
4602859-5,Pak Industries,2023-03-15,"House 239, Street 12, Gulshan-e-Iqbal, Karachi",Import/Export,Active,500000000
4982763-6,United (Pvt) Ltd,2011-02-26,"House 457, Street 8, Cantt, Lahore",Construction,Active,50000000
9770456-4,Premier International,2015-03-18,"House 491, Street 41, Gulshan-e-Iqbal, Karachi",Import/Export,Active,50000000
9971026-5,United (Pvt) Ltd,2008-03-25,"House 57, Street 50, Satellite Town, Gujranwala",Import/Export,Active,50000000
4110564-4,Global Traders,2023-07-16,"House 426, Street 54, I-8, Islamabad",Real Estate,Active,50000000
8175326-0,United Associates,2016-02-04,"House 104, Street 39, Model Town, Gujranwala",Food & Beverage,Active,5000000
7538888-0,Pak Traders,2019-07-20,"House 661, Street 24, Westridge, Rawalpindi",Textile,Active,50000000
9938681-4,Royal (Pvt) Ltd,2009-12-07,"House 765, Street 60, DC Colony, Gujranwala",Food & Beverage,Active,50000000
5621032-9,United Industries,2020-04-03,"House 493, Street 52, G-9, Islamabad",Trading,Active,500000000
6360517-4,Capital (Pvt) Ltd,2012-12-03,"House 414, Street 51, Model Town, Multan",Import/Export,Active,50000000
9154171-2,Metro Enterprises,2012-10-27,"House 419, Street 58, Peoples Colony, Gujranwala",Logistics,Active,50000000
7555292-1,Pak Holdings,2022-04-02,"House 666, Street 45, Jaranwala Road, Faisalabad",Trading,Active,50000000
6961929-8,Metro (Pvt) Ltd,2017-10-29,"House 579, Street 2, Gulgasht Colony, Multan",Real Estate,Active,50000000
